EM,EN,unicode,label,strategy,image
🔄🧑‍⚕️💉,common nuisance,U+1F504 U+1F9D1 U+200D U+2695 U+FE0F U+1F489,0,6,./generated_img_dataset/train_google/1518.png
🧍🧍🤷,common sailor,U+1F9CD U+1F9CD U+1F937,0,6,./generated_img_dataset/train_google/1519.png
🥸👫🤲,common sailor,U+1F978 U+1F46B U+1F932,0,6,./generated_img_dataset/train_google/1520.png
🗣️✅🆗,common sailor,U+1F5E3 U+FE0F U+2705 U+1F197,0,6,./generated_img_dataset/train_google/1521.png
👩‍💼🗣️💼,common sailor,U+1F469 U+200D U+1F4BC U+1F5E3 U+FE0F U+1F4BC,0,6,./generated_img_dataset/train_google/1522.png
🧠🧠🌎,common sailor,U+1F9E0 U+1F9E0 U+1F30E,0,6,./generated_img_dataset/train_google/1523.png
🤲📱,common sailor,U+1F932 U+1F4F1,0,6,./generated_img_dataset/train_google/1524.png
😬📋1️⃣2️⃣3️⃣,common sailor,U+1F62C U+1F4CB U+31 U+FE0F U+20E3 U+32 U+FE0F U+20E3 U+33 U+FE0F U+20E3,0,6,./generated_img_dataset/train_google/1525.png
😬📋1️⃣2️⃣3️⃣,common sailor,U+1F62C U+1F4CB U+31 U+FE0F U+20E3 U+32 U+FE0F U+20E3 U+33 U+FE0F U+20E3,0,6,./generated_img_dataset/train_google/1526.png
👨,common housefly,U+1F468,0,6,./generated_img_dataset/train_google/1527.png
🤲👨,common housefly,U+1F932 U+1F468,0,6,./generated_img_dataset/train_google/1528.png
🤝🏝️,common housefly,U+1F91D U+1F3DD U+FE0F,0,6,./generated_img_dataset/train_google/1529.png
🖥️,common housefly,U+1F5A5 U+FE0F,0,6,./generated_img_dataset/train_google/1530.png
▶️🧠,common housefly,U+25B6 U+FE0F U+1F9E0,0,6,./generated_img_dataset/train_google/1531.png
🏞️,common housefly,U+1F3DE U+FE0F,0,6,./generated_img_dataset/train_google/1532.png
🤲⛵👨,common housefly,U+1F932 U+26F5 U+1F468,0,6,./generated_img_dataset/train_google/1533.png
🤝🏝️,common housefly,U+1F91D U+1F3DD U+FE0F,0,6,./generated_img_dataset/train_google/1534.png
🏞️,common man,U+1F3DE U+FE0F,0,6,./generated_img_dataset/train_google/1535.png
👏👦🧑‍🦱,common man,U+1F44F U+1F466 U+1F9D1 U+200D U+1F9B1,0,6,./generated_img_dataset/train_google/1536.png
😬📋1️⃣2️⃣3️⃣,common man,U+1F62C U+1F4CB U+31 U+FE0F U+20E3 U+32 U+FE0F U+20E3 U+33 U+FE0F U+20E3,0,6,./generated_img_dataset/train_google/1537.png
😬📋1️⃣2️⃣3️⃣,common man,U+1F62C U+1F4CB U+31 U+FE0F U+20E3 U+32 U+FE0F U+20E3 U+33 U+FE0F U+20E3,0,6,./generated_img_dataset/train_google/1538.png
👥⛰️,common man,U+1F465 U+26F0 U+FE0F,0,6,./generated_img_dataset/train_google/1539.png
🪰,common man,U+1FAB0,0,6,./generated_img_dataset/train_google/1540.png
▶️🧠,common man,U+25B6 U+FE0F U+1F9E0,0,6,./generated_img_dataset/train_google/1541.png
👥🪰🪳🕷️👥,common parlance,U+1F465 U+1FAB0 U+1FAB3 U+1F577 U+FE0F U+1F465,0,6,./generated_img_dataset/train_google/1543.png
👥📚📖👥,common parlance,U+1F465 U+1F4DA U+1F4D6 U+1F465,0,6,./generated_img_dataset/train_google/1544.png
🤝🏝️,common parlance,U+1F91D U+1F3DD U+FE0F,0,6,./generated_img_dataset/train_google/1545.png
▶️👦👦👦,common parlance,U+25B6 U+FE0F U+1F466 U+1F466 U+1F466,0,6,./generated_img_dataset/train_google/1546.png
👨‍✈️⚓,common parlance,U+1F468 U+200D U+2708 U+FE0F U+2693,0,6,./generated_img_dataset/train_google/1547.png
👥🪰🪳🕷️👥,common parlance,U+1F465 U+1FAB0 U+1FAB3 U+1F577 U+FE0F U+1F465,0,6,./generated_img_dataset/train_google/1548.png
🤬,common parlance,U+1F92C,0,6,./generated_img_dataset/train_google/1549.png
▶️👦👦👦,common parlance,U+25B6 U+FE0F U+1F466 U+1F466 U+1F466,0,6,./generated_img_dataset/train_google/1550.png
🏞️,common brand,U+1F3DE U+FE0F,0,6,./generated_img_dataset/train_google/1551.png
🥸👫🤲,common brand,U+1F978 U+1F46B U+1F932,0,6,./generated_img_dataset/train_google/1552.png
👥💉🩺🩹🩸🧑‍⚕️👥,common brand,U+1F465 U+1F489 U+1FA7A U+1FA79 U+1FA78 U+1F9D1 U+200D U+2695 U+FE0F U+1F465,0,6,./generated_img_dataset/train_google/1553.png
📓📔💬💭,common brand,U+1F4D3 U+1F4D4 U+1F4AC U+1F4AD,0,6,./generated_img_dataset/train_google/1554.png
🤲🤝,common brand,U+1F932 U+1F91D,0,6,./generated_img_dataset/train_google/1555.png
📓📔💬💭,common brand,U+1F4D3 U+1F4D4 U+1F4AC U+1F4AD,0,6,./generated_img_dataset/train_google/1556.png
👥💉🩺🩹🩸🧑‍⚕️👥,common brand,U+1F465 U+1F489 U+1FA7A U+1FA79 U+1FA78 U+1F9D1 U+200D U+2695 U+FE0F U+1F465,0,6,./generated_img_dataset/train_google/1557.png
😬📋1️⃣2️⃣3️⃣,common brand,U+1F62C U+1F4CB U+31 U+FE0F U+20E3 U+32 U+FE0F U+20E3 U+33 U+FE0F U+20E3,0,6,./generated_img_dataset/train_google/1558.png
💥🏋️,heavy metal,U+1F4A5 U+1F3CB U+FE0F,0,6,./generated_img_dataset/train_google/1559.png
🏋🏻🚜🧳,heavy metal,U+1F3CB U+1F3FB U+1F69C U+1F9F3,0,6,./generated_img_dataset/train_google/1560.png
🌫️😶‍🌫️,heavy metal,U+1F32B U+FE0F U+1F636 U+200D U+1F32B U+FE0F,0,6,./generated_img_dataset/train_google/1561.png
💥🏋️,heavy metal,U+1F4A5 U+1F3CB U+FE0F,0,6,./generated_img_dataset/train_google/1562.png
🌫️💨,heavy metal,U+1F32B U+FE0F U+1F4A8,0,6,./generated_img_dataset/train_google/1563.png
💪👛,heavy metal,U+1F4AA U+1F45B,0,6,./generated_img_dataset/train_google/1564.png
🌫️🌁✖️💯,heavy metal,U+1F32B U+FE0F U+1F301 U+2716 U+FE0F U+1F4AF,0,6,./generated_img_dataset/train_google/1565.png
🤘,heavy load,U+1F918,0,6,./generated_img_dataset/train_google/1566.png
🏋️⚙️,heavy load,U+1F3CB U+FE0F U+2699 U+FE0F,0,6,./generated_img_dataset/train_google/1567.png
🏋🏻🛠️⚓🔗🔩⚔️,heavy load,U+1F3CB U+1F3FB U+1F6E0 U+FE0F U+2693 U+1F517 U+1F529 U+2694 U+FE0F,0,6,./generated_img_dataset/train_google/1568.png
⚒️⛓️,heavy load,U+2692 U+FE0F U+26D3 U+FE0F,0,6,./generated_img_dataset/train_google/1569.png
🌫️😶‍🌫️,heavy load,U+1F32B U+FE0F U+1F636 U+200D U+1F32B U+FE0F,0,6,./generated_img_dataset/train_google/1570.png
😓😶‍🌫️,heavy load,U+1F613 U+1F636 U+200D U+1F32B U+FE0F,0,6,./generated_img_dataset/train_google/1571.png
🌫️🤨,heavy load,U+1F32B U+FE0F U+1F928,0,6,./generated_img_dataset/train_google/1572.png
⚖️⚙️,heavy fog,U+2696 U+FE0F U+2699 U+FE0F,0,6,./generated_img_dataset/train_google/1573.png
⚒️⛓️,heavy fog,U+2692 U+FE0F U+26D3 U+FE0F,0,6,./generated_img_dataset/train_google/1574.png
🏋️🎒,heavy fog,U+1F3CB U+FE0F U+1F392,0,6,./generated_img_dataset/train_google/1575.png
😓📦,heavy fog,U+1F613 U+1F4E6,0,6,./generated_img_dataset/train_google/1576.png
🏋🏻🛠️⚓🔗🔩⚔️,heavy fog,U+1F3CB U+1F3FB U+1F6E0 U+FE0F U+2693 U+1F517 U+1F529 U+2694 U+FE0F,0,6,./generated_img_dataset/train_google/1577.png
⚖️🔗,heavy fog,U+2696 U+FE0F U+1F517,0,6,./generated_img_dataset/train_google/1578.png
⚒️⛓️,heavy fog,U+2692 U+FE0F U+26D3 U+FE0F,0,6,./generated_img_dataset/train_google/1579.png
👩‍👩‍👧‍👧👨‍👨‍👧‍👧👨‍👩‍👧‍👧📈,ample food,U+1F469 U+200D U+1F469 U+200D U+1F467 U+200D U+1F467 U+1F468 U+200D U+1F468 U+200D U+1F467 U+200D U+1F467 U+1F468 U+200D U+1F469 U+200D U+1F467 U+200D U+1F467 U+1F4C8,0,6,./generated_img_dataset/train_google/1580.png
🙆🏻‍♀️🩳,ample food,U+1F646 U+1F3FB U+200D U+2640 U+FE0F U+1FA73,0,6,./generated_img_dataset/train_google/1581.png
😊,ample food,U+1F60A,0,6,./generated_img_dataset/train_google/1582.png
🤰📈,ample food,U+1F930 U+1F4C8,0,6,./generated_img_dataset/train_google/1583.png
👩‍👩‍👧‍👧👨‍👨‍👧‍👧👨‍👩‍👧‍👧📈,ample food,U+1F469 U+200D U+1F469 U+200D U+1F467 U+200D U+1F467 U+1F468 U+200D U+1F468 U+200D U+1F467 U+200D U+1F467 U+1F468 U+200D U+1F469 U+200D U+1F467 U+200D U+1F467 U+1F4C8,0,6,./generated_img_dataset/train_google/1584.png
📉📋✅,ample food,U+1F4C9 U+1F4CB U+2705,0,6,./generated_img_dataset/train_google/1585.png
👌🏻🔒,ample food,U+1F44C U+1F3FB U+1F512,0,6,./generated_img_dataset/train_google/1587.png
🤌🏻👗,ample supply,U+1F90C U+1F3FB U+1F457,0,6,./generated_img_dataset/train_google/1588.png
🍔🌭🌮😊,ample supply,U+1F354 U+1F32D U+1F32E U+1F60A,0,6,./generated_img_dataset/train_google/1589.png
👌🏻🍽️🍎,ample supply,U+1F44C U+1F3FB U+1F37D U+FE0F U+1F34E,0,6,./generated_img_dataset/train_google/1590.png
👌🏻🍽️🍎,ample supply,U+1F44C U+1F3FB U+1F37D U+FE0F U+1F34E,0,6,./generated_img_dataset/train_google/1591.png
👌🏻🍽️🍎,ample supply,U+1F44C U+1F3FB U+1F37D U+FE0F U+1F34E,0,6,./generated_img_dataset/train_google/1592.png
👐🤰,ample supply,U+1F450 U+1F930,0,6,./generated_img_dataset/train_google/1593.png
🤰📈,ample supply,U+1F930 U+1F4C8,0,6,./generated_img_dataset/train_google/1595.png
👌🏻🔒,ample waistline,U+1F44C U+1F3FB U+1F512,0,6,./generated_img_dataset/train_google/1596.png
👐📈,ample waistline,U+1F450 U+1F4C8,0,6,./generated_img_dataset/train_google/1597.png
👐📈,ample waistline,U+1F450 U+1F4C8,0,6,./generated_img_dataset/train_google/1598.png
👩‍👩‍👧‍👧👨‍👨‍👧‍👧👨‍👩‍👧‍👧📈,ample waistline,U+1F469 U+200D U+1F469 U+200D U+1F467 U+200D U+1F467 U+1F468 U+200D U+1F468 U+200D U+1F467 U+200D U+1F467 U+1F468 U+200D U+1F469 U+200D U+1F467 U+200D U+1F467 U+1F4C8,0,6,./generated_img_dataset/train_google/1599.png
📉📋✅,ample waistline,U+1F4C9 U+1F4CB U+2705,0,6,./generated_img_dataset/train_google/1600.png
📉📋✅,ample waistline,U+1F4C9 U+1F4CB U+2705,0,6,./generated_img_dataset/train_google/1601.png
👐😋,ample waistline,U+1F450 U+1F60B,0,6,./generated_img_dataset/train_google/1602.png
👐📈,ample waistline,U+1F450 U+1F4C8,0,6,./generated_img_dataset/train_google/1603.png
👍🤬,remarkable sight,U+1F44D U+1F92C,0,6,./generated_img_dataset/train_google/1604.png
😤🗣️💬,remarkable sight,U+1F624 U+1F5E3 U+FE0F U+1F4AC,0,6,./generated_img_dataset/train_google/1605.png
👍🤬,remarkable sight,U+1F44D U+1F92C,0,6,./generated_img_dataset/train_google/1608.png
👍🚪,remarkable sight,U+1F44D U+1F6AA,0,6,./generated_img_dataset/train_google/1609.png
👍🚪,remarkable sight,U+1F44D U+1F6AA,0,6,./generated_img_dataset/train_google/1610.png
🗣️🧏‍♀️👍,remarkable sight,U+1F5E3 U+FE0F U+1F9CF U+200D U+2640 U+FE0F U+1F44D,0,6,./generated_img_dataset/train_google/1611.png
😥😟,dull mood,U+1F625 U+1F61F,0,6,./generated_img_dataset/train_google/1612.png
😑🥱📆,dull mood,U+1F611 U+1F971 U+1F4C6,0,6,./generated_img_dataset/train_google/1613.png
😥😟,dull mood,U+1F625 U+1F61F,0,6,./generated_img_dataset/train_google/1614.png
😥😟,dull mood,U+1F625 U+1F61F,0,6,./generated_img_dataset/train_google/1615.png
😥😟,dull mood,U+1F625 U+1F61F,0,6,./generated_img_dataset/train_google/1616.png
🌫️🪙,dull mood,U+1F32B U+FE0F U+1FA99,0,6,./generated_img_dataset/train_google/1617.png
😥😟,dull mood,U+1F625 U+1F61F,0,6,./generated_img_dataset/train_google/1618.png
🌫️,dull mood,U+1F32B U+FE0F,0,6,./generated_img_dataset/train_google/1619.png
😑🥱📆,dull play,U+1F611 U+1F971 U+1F4C6,0,6,./generated_img_dataset/train_google/1620.png
😑🥱📆,dull play,U+1F611 U+1F971 U+1F4C6,0,6,./generated_img_dataset/train_google/1621.png
▪️💍,dull play,U+25AA U+FE0F U+1F48D,0,6,./generated_img_dataset/train_google/1622.png
👎🌟,dull play,U+1F44E U+1F31F,0,6,./generated_img_dataset/train_google/1623.png
🌫️🥈,dull play,U+1F32B U+FE0F U+1F948,0,6,./generated_img_dataset/train_google/1624.png
🌫️⭐,dull play,U+1F32B U+FE0F U+2B50,0,6,./generated_img_dataset/train_google/1625.png
👎🌟,dull play,U+1F44E U+1F31F,0,6,./generated_img_dataset/train_google/1626.png
🌫️🌟,dull play,U+1F32B U+FE0F U+1F31F,0,6,./generated_img_dataset/train_google/1627.png
💡❌🌟,dull sky,U+1F4A1 U+274C U+1F31F,0,6,./generated_img_dataset/train_google/1628.png
👎🌟,dull sky,U+1F44E U+1F31F,0,6,./generated_img_dataset/train_google/1629.png
😓,dull sky,U+1F613,0,6,./generated_img_dataset/train_google/1630.png
🥈😔,dull sky,U+1F948 U+1F614,0,6,./generated_img_dataset/train_google/1631.png
🥈⚙️🌑,dull sky,U+1F948 U+2699 U+FE0F U+1F311,0,6,./generated_img_dataset/train_google/1632.png
💡🕶️😒,dull sky,U+1F4A1 U+1F576 U+FE0F U+1F612,0,6,./generated_img_dataset/train_google/1633.png
🥈😔,dull sky,U+1F948 U+1F614,0,6,./generated_img_dataset/train_google/1634.png
🌫️🥈,dull sky,U+1F32B U+FE0F U+1F948,0,6,./generated_img_dataset/train_google/1635.png
💡❌🌟,dull silver,U+1F4A1 U+274C U+1F31F,0,6,./generated_img_dataset/train_google/1637.png
💡❌🌟,dull silver,U+1F4A1 U+274C U+1F31F,0,6,./generated_img_dataset/train_google/1638.png
😒🌫️,dull silver,U+1F612 U+1F32B U+FE0F,0,6,./generated_img_dataset/train_google/1639.png
💡❌🌟,dull silver,U+1F4A1 U+274C U+1F31F,0,6,./generated_img_dataset/train_google/1640.png
😑🥱⚽,dull silver,U+1F611 U+1F971 U+26BD,0,6,./generated_img_dataset/train_google/1641.png
🌑🌃,dull silver,U+1F311 U+1F303,0,6,./generated_img_dataset/train_google/1642.png
❌💡🕯️,dull silver,U+274C U+1F4A1 U+1F56F U+FE0F,0,6,./generated_img_dataset/train_google/1643.png
🥈⚙️🌑,dull day,U+1F948 U+2699 U+FE0F U+1F311,0,6,./generated_img_dataset/train_google/1644.png
🌑🌃,dull day,U+1F311 U+1F303,0,6,./generated_img_dataset/train_google/1645.png
👎🌟,dull day,U+1F44E U+1F31F,0,6,./generated_img_dataset/train_google/1646.png
🌑🌃,dull day,U+1F311 U+1F303,0,6,./generated_img_dataset/train_google/1647.png
🌫️🪙,dull day,U+1F32B U+FE0F U+1FA99,0,6,./generated_img_dataset/train_google/1648.png
🌑🌃,dull day,U+1F311 U+1F303,0,6,./generated_img_dataset/train_google/1649.png
😔😪,dull day,U+1F614 U+1F62A,0,6,./generated_img_dataset/train_google/1650.png
🌫️🍴🥄,dull glow,U+1F32B U+FE0F U+1F374 U+1F944,0,6,./generated_img_dataset/train_google/1652.png
🥈⚙️🌑,dull glow,U+1F948 U+2699 U+FE0F U+1F311,0,6,./generated_img_dataset/train_google/1653.png
💍❌🌟,dull glow,U+1F48D U+274C U+1F31F,0,6,./generated_img_dataset/train_google/1654.png
😒⚽,dull glow,U+1F612 U+26BD,0,6,./generated_img_dataset/train_google/1655.png
😑🥱📆,dull glow,U+1F611 U+1F971 U+1F4C6,0,6,./generated_img_dataset/train_google/1656.png
😑📅,dull glow,U+1F611 U+1F4C5,0,6,./generated_img_dataset/train_google/1657.png
💍❌🌟,dull glow,U+1F48D U+274C U+1F31F,0,6,./generated_img_dataset/train_google/1658.png
🛋️☕🖥️,cozy nook,U+1F6CB U+FE0F U+2615 U+1F5A5 U+FE0F,0,6,./generated_img_dataset/train_google/1660.png
🛋️☕🖥️,cozy nook,U+1F6CB U+FE0F U+2615 U+1F5A5 U+FE0F,0,6,./generated_img_dataset/train_google/1661.png
😴🛋️,cozy nook,U+1F634 U+1F6CB U+FE0F,0,6,./generated_img_dataset/train_google/1662.png
🛋️☕🖥️,cozy nook,U+1F6CB U+FE0F U+2615 U+1F5A5 U+FE0F,0,6,./generated_img_dataset/train_google/1663.png
😊🏠,cozy nook,U+1F60A U+1F3E0,0,6,./generated_img_dataset/train_google/1665.png
🛋️☕🖥️,cozy nook,U+1F6CB U+FE0F U+2615 U+1F5A5 U+FE0F,0,6,./generated_img_dataset/train_google/1666.png
🛋️☕🖥️,cozy nook,U+1F6CB U+FE0F U+2615 U+1F5A5 U+FE0F,0,6,./generated_img_dataset/train_google/1667.png
🥰🛋️,cozy room,U+1F970 U+1F6CB U+FE0F,0,6,./generated_img_dataset/train_google/1668.png
😴🛋️,cozy room,U+1F634 U+1F6CB U+FE0F,0,6,./generated_img_dataset/train_google/1669.png
🥰🛋️,cozy room,U+1F970 U+1F6CB U+FE0F,0,6,./generated_img_dataset/train_google/1670.png
🥰🛋️,cozy room,U+1F970 U+1F6CB U+FE0F,0,6,./generated_img_dataset/train_google/1671.png
😄,cozy room,U+1F604,0,6,./generated_img_dataset/train_google/1672.png
🥰🛋️,cozy room,U+1F970 U+1F6CB U+FE0F,0,6,./generated_img_dataset/train_google/1673.png
🥰🛋️,cozy room,U+1F970 U+1F6CB U+FE0F,0,6,./generated_img_dataset/train_google/1674.png
🍁🍂🔥,cozy room,U+1F341 U+1F342 U+1F525,0,6,./generated_img_dataset/train_google/1675.png
↘️🙇🙇‍♀️🙇‍♂️,low hill,U+2198 U+FE0F U+1F647 U+1F647 U+200D U+2640 U+FE0F U+1F647 U+200D U+2642 U+FE0F,0,6,./generated_img_dataset/train_google/1676.png
↘️💲💸,low hill,U+2198 U+FE0F U+1F4B2 U+1F4B8,0,6,./generated_img_dataset/train_google/1677.png
↘️🙇🙇‍♀️🙇‍♂️,low hill,U+2198 U+FE0F U+1F647 U+1F647 U+200D U+2640 U+FE0F U+1F647 U+200D U+2642 U+FE0F,0,6,./generated_img_dataset/train_google/1678.png
↘️🙇🙇‍♀️🙇‍♂️,low hill,U+2198 U+FE0F U+1F647 U+1F647 U+200D U+2640 U+FE0F U+1F647 U+200D U+2642 U+FE0F,0,6,./generated_img_dataset/train_google/1679.png
🔻🪑🛋️,low hill,U+1F53B U+1FA91 U+1F6CB U+FE0F,0,6,./generated_img_dataset/train_google/1680.png
↘️🙇‍♀️,low hill,U+2198 U+FE0F U+1F647 U+200D U+2640 U+FE0F,0,6,./generated_img_dataset/train_google/1681.png
↘️🙇🙇‍♀️🙇‍♂️,low hill,U+2198 U+FE0F U+1F647 U+1F647 U+200D U+2640 U+FE0F U+1F647 U+200D U+2642 U+FE0F,0,6,./generated_img_dataset/train_google/1682.png
↘️☁️,low hill,U+2198 U+FE0F U+2601 U+FE0F,0,6,./generated_img_dataset/train_google/1683.png
↘️🙇🙇‍♀️🙇‍♂️,low sun,U+2198 U+FE0F U+1F647 U+1F647 U+200D U+2640 U+FE0F U+1F647 U+200D U+2642 U+FE0F,0,6,./generated_img_dataset/train_google/1684.png
↘️🏔️,low sun,U+2198 U+FE0F U+1F3D4 U+FE0F,0,6,./generated_img_dataset/train_google/1685.png
🙅‍♀️🙅‍♀️🙅‍♀️,low sun,U+1F645 U+200D U+2640 U+FE0F U+1F645 U+200D U+2640 U+FE0F U+1F645 U+200D U+2640 U+FE0F,0,6,./generated_img_dataset/train_google/1686.png
↘️☁️,low sun,U+2198 U+FE0F U+2601 U+FE0F,0,6,./generated_img_dataset/train_google/1687.png
↘️💲💸,low sun,U+2198 U+FE0F U+1F4B2 U+1F4B8,0,6,./generated_img_dataset/train_google/1688.png
↘️👎🙁😦,low sun,U+2198 U+FE0F U+1F44E U+1F641 U+1F626,0,6,./generated_img_dataset/train_google/1689.png
↘️💺🛏️,low sun,U+2198 U+FE0F U+1F4BA U+1F6CF U+FE0F,0,6,./generated_img_dataset/train_google/1690.png
⬇️🚣‍♀️🌊,low sun,U+2B07 U+FE0F U+1F6A3 U+200D U+2640 U+FE0F U+1F30A,0,6,./generated_img_dataset/train_google/1691.png
💧🧊❄️,low supply,U+1F4A7 U+1F9CA U+2744 U+FE0F,0,6,./generated_img_dataset/train_google/1692.png
⬇️☁️,low supply,U+2B07 U+FE0F U+2601 U+FE0F,0,6,./generated_img_dataset/train_google/1693.png
🔻🪑🛋️,low supply,U+1F53B U+1FA91 U+1F6CB U+FE0F,0,6,./generated_img_dataset/train_google/1694.png
↘️☀️🌞🌥️🔅,low supply,U+2198 U+FE0F U+2600 U+FE0F U+1F31E U+1F325 U+FE0F U+1F505,0,6,./generated_img_dataset/train_google/1695.png
💧🧊❄️,low supply,U+1F4A7 U+1F9CA U+2744 U+FE0F,0,6,./generated_img_dataset/train_google/1696.png
🤑🤑🤑🧧,low supply,U+1F911 U+1F911 U+1F911 U+1F9E7,0,6,./generated_img_dataset/train_google/1697.png
↘️☀️🌞🌥️🔅,low supply,U+2198 U+FE0F U+2600 U+FE0F U+1F31E U+1F325 U+FE0F U+1F505,0,6,./generated_img_dataset/train_google/1698.png
🏠💥,low supply,U+1F3E0 U+1F4A5,0,6,./generated_img_dataset/train_google/1699.png
↘️🙇🙇‍♀️🙇‍♂️,low cloud,U+2198 U+FE0F U+1F647 U+1F647 U+200D U+2640 U+FE0F U+1F647 U+200D U+2642 U+FE0F,0,6,./generated_img_dataset/train_google/1700.png
🪑🪑⬇️,low cloud,U+1FA91 U+1FA91 U+2B07 U+FE0F,0,6,./generated_img_dataset/train_google/1701.png
💲🤑🤑,low cloud,U+1F4B2 U+1F911 U+1F911,0,6,./generated_img_dataset/train_google/1702.png
⬇️0️⃣,low cloud,U+2B07 U+FE0F U+30 U+FE0F U+20E3,0,6,./generated_img_dataset/train_google/1703.png
↘️🙇🙇‍♀️🙇‍♂️,low cloud,U+2198 U+FE0F U+1F647 U+1F647 U+200D U+2640 U+FE0F U+1F647 U+200D U+2642 U+FE0F,0,6,./generated_img_dataset/train_google/1704.png
↘️👎🙁😦,low cloud,U+2198 U+FE0F U+1F44E U+1F641 U+1F626,0,6,./generated_img_dataset/train_google/1705.png
↘️💲💸,low cloud,U+2198 U+FE0F U+1F4B2 U+1F4B8,0,6,./generated_img_dataset/train_google/1706.png
↘️💺🛏️,low cloud,U+2198 U+FE0F U+1F4BA U+1F6CF U+FE0F,0,6,./generated_img_dataset/train_google/1707.png
↘️💺🛏️,low ceiling,U+2198 U+FE0F U+1F4BA U+1F6CF U+FE0F,0,6,./generated_img_dataset/train_google/1708.png
